titre	url Page d’histoire	sujet	url sujet	agent	url agent	Lieux	url Lieux
Claude Montal	https://francearchives.fr/pages_histoire/39327	musique###personne handicapée	https://francearchives.fr/fr/subject/130949414###https://francearchives.fr/fr/subject/223966144				
Création d’Orphée de Gustave Moreau	https://francearchives.fr/pages_histoire/39525	peinture	https://francearchives.fr/fr/subject/132028797	Musée Gustave Moreau (Paris) ; Moreau, Gustave (1826-1898) 	https://francearchives.fr/fr/agent/19338147		
Création de la croix de guerre	https://francearchives.fr/pages_histoire/38740	distinction honorifique###Guerre 1914-1918	https://francearchives.fr/fr/subject/128993688###https://francearchives.fr/fr/subject/218294317				
Création de la Manufacture des glaces devenue Saint-Gobain	https://francearchives.fr/pages_histoire/39330	manufacture###industrie du verre###industrie chimique###entreprise	https://francearchives.fr/fr/subject/130921013###https://francearchives.fr/fr/subject/130947991###https://francearchives.fr/fr/subject/131871755###https://francearchives.fr/fr/subject/130958506	Colbert, Jean-Baptiste (1619-1683) ; Compagnie de Saint-Gobain	https://francearchives.fr/fr/agent/18654455###https://francearchives.fr/fr/agent/165965993	Saint-Gobain (Aisne, France)	https://francearchives.fr/fr/location/370203740
Création de la Manufacture royale d’Alençon	https://francearchives.fr/pages_histoire/39329	manufacture###industrie textile	https://francearchives.fr/fr/subject/130921013###https://francearchives.fr/fr/subject/131874821	Colbert, Jean-Baptiste (1619-1683) ; La Perrière, Marthe (1605-1677) 	https://francearchives.fr/fr/agent/18654455	Alençon (Orne, France)	https://francearchives.fr/fr/location/167887772
Création de la Manufacture royale d’Aubusson	https://francearchives.fr/pages_histoire/39332	manufacture###industrie textile	https://francearchives.fr/fr/subject/130921013###https://francearchives.fr/fr/subject/131874821	Colbert, Jean-Baptiste (1619-1683) ; Manufacture royale de tapisseries (Aubusson, Creuse)	https://francearchives.fr/fr/agent/18654455###https://francearchives.fr/fr/agent/131450518	Aubusson (Creuse, France)	https://francearchives.fr/fr/location/131019715
Création de la Section cinématographique de l’armée	https://francearchives.fr/pages_histoire/38853	Guerre 1914-1918 ###patrimoine audiovisuel###propagande###patrimoine iconographique	https://francearchives.fr/fr/subject/218294317###https://francearchives.fr/fr/subject/18261082###https://francearchives.fr/fr/subject/129263645###https://francearchives.fr/fr/subject/18266925	Établissement de communication et de production audiovisuelle de la défense (France) 	https://francearchives.fr/fr/agent/18451356	Ivry-sur-Seine (Val-de-Marne, France)	https://francearchives.fr/fr/location/18379049
Création du Crapouillot	https://francearchives.fr/pages_histoire/38739	Guerre 1914-1918 ###presse###extrême-droite	https://francearchives.fr/fr/subject/218294317###https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/18272914				
Début de la construction de l’aile François Ier au château de Blois	https://francearchives.fr/pages_histoire/38665	patrimoine architectural###Renaissance###architecture	https://francearchives.fr/fr/subject/222224###https://francearchives.fr/fr/subject/131693346###https://francearchives.fr/fr/subject/130953121	François Ier (1494-1547 ; roi de France) 	https://francearchives.fr/fr/agent/130736650	Blois (Loir-et-Cher, France)	https://francearchives.fr/fr/location/217172675
Début de la rédaction de l’Histoire de Gil Blas de Santillane	https://francearchives.fr/pages_histoire/40049	littérature###art dramatique	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/18259958	Lesage, Alain-René (1668-1747)	https://francearchives.fr/fr/agent/18488014		
Début de la rédaction de la Somme théologique de saint Thomas d’Aquin	https://francearchives.fr/pages_histoire/39042	enseignement religieux###théologie###ministre du culte	https://francearchives.fr/fr/subject/130849399###https://francearchives.fr/fr/subject/130834719###https://francearchives.fr/fr/subject/129244593	Thomas d'Aquin (1225?-1274 ; saint) 	https://francearchives.fr/fr/agent/18412158		
Début des Cent-Jours	https://francearchives.fr/pages_histoire/39865	Cent Jours (1815)###monarchie	https://francearchives.fr/fr/subject/166445801###https://francearchives.fr/fr/subject/223584	Louis XVIII (1755-1824 ; roi de France) ; Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/130931221###https://francearchives.fr/fr/agent/130744655		
Disparition de La Gazette	https://francearchives.fr/pages_histoire/39324	presse###journaliste	https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/130764704	Renaudot, Théophraste (1586-1653) ; La Gazette (périodique)	https://francearchives.fr/fr/agent/19641501		
Dom Pérignon	https://francearchives.fr/pages_histoire/39334	institution monastique###ministre du culte###viticulture###boisson alcoolisée	https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/130829911###https://francearchives.fr/fr/subject/130809503###https://francearchives.fr/fr/subject/130848867			Hautvilliers (Marne, France)	https://francearchives.fr/fr/location/127638234
Edgard Varèse	https://francearchives.fr/pages_histoire/38879	musique	https://francearchives.fr/fr/subject/130949414				
Edmont Charlot	https://francearchives.fr/pages_histoire/38849	métiers du livre###Résistance###littérature	https://francearchives.fr/fr/subject/222452###https://francearchives.fr/fr/subject/130959884###https://francearchives.fr/fr/subject/217853343				
Établissement des fondations de la cathédrale de Strasbourg	https://francearchives.fr/pages_histoire/39122	édifice cultuel###Moyen Âge###architecture	https://francearchives.fr/fr/subject/130759504###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130953121			Strasbourg (Bas-Rhin, France)	https://francearchives.fr/fr/location/18334561
Eugène Labiche	https://francearchives.fr/pages_histoire/40047	art dramatique 	https://francearchives.fr/fr/subject/18259958	Labiche, Eugène (1815-1888) 	https://francearchives.fr/fr/agent/131444784		
Expédition de Samuel de Champlain jusqu’au site de Montréal	https://francearchives.fr/pages_histoire/39110	colonisation###cartographie###expédition scientifique	https://francearchives.fr/fr/subject/131003147###https://francearchives.fr/fr/subject/131414272###https://francearchives.fr/fr/subject/223656	Champlain, Samuel de (1567?-1635) 	https://francearchives.fr/fr/agent/18413579	Montréal (Canada)	https://francearchives.fr/fr/location/217203746
Félix Édouard Vallotton	https://francearchives.fr/pages_histoire/39524	arts plastiques###vie intellectuelle	https://francearchives.fr/fr/subject/131051621###https://francearchives.fr/fr/subject/222798	Vallotton, Félix (1865-1925) ; La Revue blanche (périodique ; 1891-1903)	https://francearchives.fr/fr/agent/288935654		
Fin du congrès de Vienne	https://francearchives.fr/pages_histoire/39867	relations internationales###texte officiel###Congrès de Vienne (1815)	https://francearchives.fr/fr/subject/171741911###https://francearchives.fr/fr/subject/212810987###https://francearchives.fr/fr/subject/91509762	Metternich, Klemens Wenzel Nepomuk Lothar von (1773-1859) ; Talleyrand-Périgord, Charles-Maurice de (1754-1838) 	https://francearchives.fr/fr/agent/18939556###https://francearchives.fr/fr/agent/18869878	Vienne (Autriche)	https://francearchives.fr/fr/location/130830033
Fondation de Clairvaux par saint Bernard	https://francearchives.fr/pages_histoire/39120	institution monastique###Moyen Âge###congrégation###ministre du culte	https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130848867###https://francearchives.fr/fr/subject/129244593	Bernard de Clairvaux (1090?-1153 ; saint) 	https://francearchives.fr/fr/agent/165555768	Ville-sous-la-Ferté (Aube, France)	https://francearchives.fr/fr/location/18334730
Fondation de l’abbaye Saint-Maurice d’Agaune	https://francearchives.fr/pages_histoire/39118	institution monastique###Moyen Âge###congrégation 	https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130848867 			Saint-Maurice (Valais, Suisse)	https://francearchives.fr/fr/location/218135758
Fondation de l’ordre des frères Prêcheurs	https://francearchives.fr/pages_histoire/39119	Moyen Âge###congrégation 	https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130848867 	Ordre des Prêcheurs ; Dominicains (ordre religieux) ; Dominique (117.-1221 ; saint)	https://francearchives.fr/fr/agent/19096961###https://francearchives.fr/fr/subject/130860845###https://francearchives.fr/fr/agent/137695416		
Fondation de la société Ramond	https://francearchives.fr/pages_histoire/39328	société savante###montagne	https://francearchives.fr/fr/subject/131928557 ###https://francearchives.fr/fr/subject/130949770	Société Ramond (Bagnères-de-Bigorre, Hautes-Pyrénées) 	https://francearchives.fr/fr/agent/213703600	Bagnères-de-Bigorre (Hautes-Pyrénées, France)	https://francearchives.fr/fr/location/217185254
Fondation du Journal des savants	https://francearchives.fr/pages_histoire/39970	presse###recherche scientifique###littérature###vie intellectuelle	https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/128994347###https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/222798				
François de Salignac de La Mothe-Fénelon	https://francearchives.fr/pages_histoire/39331	ministre du culte###catholicisme###spiritualité###vie intellectuelle	https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/130736691###https://francearchives.fr/fr/subject/18278978###https://francearchives.fr/fr/subject/222798	Fénelon, François de (1651-1715) ; Bossuet, Jacques Bénigne (1627-1704) ; Guyon, Jeanne-Marie (1648-1717) 	https://francearchives.fr/fr/agent/19015336###https://francearchives.fr/fr/agent/131778671		
François Girardon	https://francearchives.fr/pages_histoire/38763	sculpture	https://francearchives.fr/fr/subject/130953741	Girardon, François (1628-1715) 	https://francearchives.fr/fr/agent/19237892		
frère Roger, prieur de Taizé	https://francearchives.fr/pages_histoire/38737	ministre du culte###institution monastique###culte	https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/130828923	Communauté de Taizé ; Roger (1915-2005 ; prieur de Taizé) ; Thurian, Max (1921-1996)	https://francearchives.fr/fr/agent/165455555	Taizé (Saône-et-Loire, France)	https://francearchives.fr/fr/location/165493028
Inauguration du tunnel du Mont-Blanc	https://francearchives.fr/pages_histoire/39209	ouvrage d'art###liaison routière internationale	https://francearchives.fr/fr/subject/130640780 				
Installation des usines d’André Citroën quai de Javel	https://francearchives.fr/pages_histoire/39356	construction automobile###entreprise	https://francearchives.fr/fr/subject/130851884###https://francearchives.fr/fr/subject/130958506	Citroën, André (1878-1935) ; Automobiles Citroën ; PSA Peugeot-Citroën	https://francearchives.fr/fr/agent/232233172###https://francearchives.fr/fr/agent/165990501	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Invention du procédé d’élaboration de l’acier sur sole	https://francearchives.fr/pages_histoire/39299	invention###métallurgie	https://francearchives.fr/fr/subject/130933374###https://francearchives.fr/fr/subject/131911923				
Jacques Chaban-Delmas	https://francearchives.fr/pages_histoire/38855	élu###administration centrale###Résistance###Quatrième République (1946-1958)###Cinquième République (1958- )	https://francearchives.fr/fr/subject/130672660###https://francearchives.fr/fr/subject/130921480###https://francearchives.fr/fr/subject/130959884###https://francearchives.fr/fr/subject/167776966###https://francearchives.fr/fr/subject/18282789	Chaban-Delmas, Jacques (1915-2000) ; De Gaulle, Charles (1890-1970)	https://francearchives.fr/fr/agent/131037215###https://francearchives.fr/fr/agent/130851666	Bordeaux (Gironde, France)	https://francearchives.fr/fr/location/226604290
Jan Potocki	https://francearchives.fr/pages_histoire/39718	littérature	https://francearchives.fr/fr/subject/217853343			Pologne	https://francearchives.fr/fr/location/130836272
Jean-Henri Fabre	https://francearchives.fr/pages_histoire/39801	sciences de la vie et de la terre###pédagogie	https://francearchives.fr/fr/subject/213703462###https://francearchives.fr/fr/subject/130848548	Fabre, Jean-Henri (1823-1915) 	https://francearchives.fr/fr/agent/131367033		
Joseph-Nicéphore Niépce	https://francearchives.fr/pages_histoire/39291	invention###photographie	https://francearchives.fr/fr/subject/130933374###https://francearchives.fr/fr/subject/131518563	Niépce, Nicéphore (1765-1833) 	https://francearchives.fr/fr/agent/131501003		
La Belle Otero	https://francearchives.fr/pages_histoire/39210	Belle Époque (1879-1914)###condition féminine###prostitution	https://francearchives.fr/fr/subject/167787799###https://francearchives.fr/fr/subject/18258287###https://francearchives.fr/fr/subject/131447285	Otero, Caroline (1868-1965) 	https://francearchives.fr/fr/agent/18827042		
Lancement du satellite A-1 par la première fusée Diamant A	https://francearchives.fr/pages_histoire/38991	recherche scientifique###industrie spatiale	https://francearchives.fr/fr/subject/128994347 				
Laure Diebold-Mutschler, nom de code : Mado	https://francearchives.fr/fr/pages_histoire/38850	Résistance###déporté###condition féminine	https://francearchives.fr/fr/subject/130959884###https://francearchives.fr/fr/subject/18263951###https://francearchives.fr/fr/subject/18258287	Moulin, Jean (1899-1943) ; Diebold-Mutschler, Laure (1915-1965) 	https://francearchives.fr/fr/agent/130965323		
Laurent Schwartz	https://francearchives.fr/pages_histoire/40024	mathématiques###enseignement supérieur###droits de l'homme	https://francearchives.fr/fr/subject/130852103###https://francearchives.fr/fr/subject/131927185###https://francearchives.fr/fr/subject/131445380	Schwartz, Laurent (1915-2002) 	https://francearchives.fr/fr/agent/256190273		
Le Corbusier	https://francearchives.fr/pages_histoire/40104	architecture###vie intellectuelle	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/222798	Le Corbusier (1887-1965)	https://francearchives.fr/fr/agent/131496836		
Louis Alexandre Berthier	https://francearchives.fr/pages_histoire/39866	officier militaire###Premier Empire (1804-1815)	https://francearchives.fr/fr/subject/219703064###https://francearchives.fr/fr/subject/214415522	Berthier, Alexandre (1753-1815) 	https://francearchives.fr/fr/agent/18498891		
Louis Pergaud	https://francearchives.fr/pages_histoire/39759	littérature	https://francearchives.fr/fr/subject/217853343	Pergaud, Louis (1882-1915) 	https://francearchives.fr/fr/agent/295005582		
Louis XIV	https://francearchives.fr/pages_histoire/39958	monarchie###chef d'état	https://francearchives.fr/fr/subject/223584###https://francearchives.fr/fr/subject/128993633 	Louis XIV (1638-1715 ; roi de France)	https://francearchives.fr/fr/agent/130776325	Versailles (Yvelines, France)	https://francearchives.fr/fr/location/167890721
Luc Bérimont	https://francearchives.fr/pages_histoire/38736	poésie	https://francearchives.fr/fr/subject/165998611				
Marcel Landowski	https://francearchives.fr/pages_histoire/38854	musique	https://francearchives.fr/fr/subject/130949414	Landowski, Marcel (1915-1999) 	https://francearchives.fr/fr/agent/19482141		
Marguerite de Valois	https://francearchives.fr/pages_histoire/39870	Guerres de religion (1562-1598)###vie intellectuelle###condition féminine###monarchie	https://franhttps://francearchives.fr/fr/subject/223584cearchives.fr/fr/subject/226637554###https://francearchives.fr/fr/subject/222798###https://francearchives.fr/fr/subject/18258287###	Marguerite de Valois (1553-1615 ; reine de France) ; Henri IV (1553-1610 ; roi de France) 	https://francearchives.fr/fr/agent/130851557###https://francearchives.fr/fr/agent/19028182		
Marie Pape-Carpantier	https://francearchives.fr/pages_histoire/39333	pédagogie###enseignement préélémentaire###condition féminine	https://francearchives.fr/fr/subject/130848548###https://francearchives.fr/fr/subject/18276494###https://francearchives.fr/fr/subject/18258287	Pape-Carpantier, Marie (1815-1878) 	https://francearchives.fr/fr/agent/19612789		
Martin Nadaud	https://francearchives.fr/pages_histoire/39872	ouvrier du bâtiment###élu###mouvement ouvrier	https://francearchives.fr/fr/subject/222406###https://francearchives.fr/fr/subject/130672660###https://francearchives.fr/fr/subject/18277990	Nadaud, Martin (1815-1898) 	https://francearchives.fr/fr/agent/19570285		
Nicolas Lemery	https://francearchives.fr/pages_histoire/38996	sciences physiques###pharmacie	https://francearchives.fr/fr/subject/30299720###https://francearchives.fr/fr/subject/130881800	Lemery, Nicolas (1645-1715) 	https://francearchives.fr/fr/agent/214723368		
